Repository Name,Repository URL,Default Branch,Star Count,Description,Update_date
bmon,https://github.com/tgraf/bmon,master,1088,bandwidth monitor and rate estimator,2023-11-13T14:04:07Z
contiki-ng,https://github.com/contiki-ng/contiki-ng,develop,1177,Contiki-NG: The OS for Next Generation IoT Devices,2023-11-19T01:37:46Z
transform360,https://github.com/facebook/transform360,main,986,Transform360 is an equirectangular to cubemap transform for 360 video.,2023-11-02T19:42:11Z
pwru,https://github.com/cilium/pwru,main,2117,"Packet, where are you? -- eBPF-based Linux kernel networking debugger",2023-11-22T10:58:35Z
flight,https://github.com/andybarry/flight,master,975,Flight code for MIT CSAIL Robot Locomotion Group flying-through-forests project,2023-08-10T14:17:44Z
hurlex-doc,https://github.com/hurley25/hurlex-doc,master,991,hurlex 小内核分章节代码和文档,2023-11-19T05:34:48Z
naive-hashcat,https://github.com/brannondorsey/naive-hashcat,master,1120,Crack password hashes without the fuss :cat2:,2023-11-22T09:13:07Z
ideviceinstaller,https://github.com/libimobiledevice/ideviceinstaller,master,1146,Manage apps of iOS devices,2023-11-13T04:43:24Z
praat,https://github.com/praat/praat,master,1261,Praat: Doing Phonetics By Computer,2023-11-20T15:28:30Z
rpi-imager,https://github.com/raspberrypi/rpi-imager,qml,1282,"The home of Raspberry Pi Imager, a user-friendly tool for creating bootable media for Raspberry Pi devices.",2023-11-22T10:49:52Z
SAM,https://github.com/s-macke/SAM,master,1117,Software Automatic Mouth - Tiny Speech Synthesizer ,2023-11-17T03:39:20Z
UGUI,https://github.com/achimdoebler/UGUI,master,1094,µGUI - Open Source GUI module for embedded systems,2023-11-21T20:04:49Z
dablooms,https://github.com/bitly/dablooms,master,966,"scaling, counting, bloom filter library",2023-11-21T02:44:18Z
esp-homekit,https://github.com/maximkulkin/esp-homekit,master,1064,Apple HomeKit accessory server library for ESP-OPEN-RTOS,2023-11-14T19:41:42Z
mod_wsgi,https://github.com/GrahamDumpleton/mod_wsgi,develop,1008,Source code for Apache/mod_wsgi.,2023-11-22T07:28:57Z
mproxy,https://github.com/examplecode/mproxy,master,978,c 语言实现的一个最小的http代理，支持翻墙,2023-11-17T03:47:50Z
giflossy,https://github.com/kornelski/giflossy,master,971,Merged into Gifsicle!,2023-11-22T02:22:45Z
ngx_devel_kit,https://github.com/vision5/ngx_devel_kit,master,978,Nginx Development Kit - an Nginx module that adds additional generic tools that module developers can use in their own modules,2023-11-17T02:40:43Z
PushMeBaby,https://github.com/stefanhafeneger/PushMeBaby,master,956,iOS Push Notification Debug App,2023-11-11T05:41:10Z
bladeRF,https://github.com/Nuand/bladeRF,master,1058,bladeRF USB 3.0 Superspeed Software Defined Radio Source Code,2023-11-20T03:17:12Z
purple-facebook,https://github.com/dequis/purple-facebook,master,949,Facebook protocol plugin for libpurple (moved from jgeboski/purple-facebook),2023-10-31T09:08:24Z
IdGenerator,https://github.com/yitter/IdGenerator,master,1729,💎多语言实现，高性能生成唯一数字ID。 💎优化的雪花算法（SnowFlake）——雪花漂移算法，在缩短ID长度的同时，具备极高瞬时并发处理能力（50W/0.1s）。 💎原生支持 C#/Java/Go/Rust/C/JavaScript/TypeScript/Python/Pascal 多语言，提供其它适用于其它语言的多线程安全调用动态库（FFI）。💎支持容器环境自动扩容（自动注册 WorkerId ），单机或分布式唯一IdGenerator。💎顶尖优化，超强效能。,2023-11-22T07:59:18Z
